Material Dump with Offsets
0x82D2E3F8   $default
0x82D7DD78   mc/mtl_c_rus_spet_mp_gear
0x82D7DDF8   mc/mtl_c_rus_spet_mp_camo_body
0x82D7DE78   mc/mtl_c_rus_spet_mp_gear3
0x82D7DEF8   mc/mtl_viewmodel_rus_spetsnaz_camo
0x82D7DF78   mc/mtl_c_usa_cia_mp_body2
0x82D7DFF8   mc/mtl_c_usa_cia_mp_body1
0x82D7E078   mc/mtl_viewmodel_usa_cia_flak
0x82D7E0F8   mc/mtl_c_rus_spet_mp_flak
0x82D7E178   mc/mtl_c_mp_radio_grey
0x82D7E1F8   mc/mtl_viewmodel_rus_spetsnaz_flak
0x82D7E278   mc/mtl_viewmodel_usa_blackops_spetsnaz_watch
0x82D7E2F8   mc/mtl_viewmodel_usa_cia_standard
0x82D7E378   mc/mtl_viewmodel_usa_blackops_urban_skin
0x82D7E3F8   mc/mtl_c_rus_spet_mp_body2
0x82D7E478   mc/mtl_viewmodel_rus_spetsnaz_utility
0x82D7E4F8   mc/mtl_c_usa_cia_mp_head1
0x82D7E578   mc/mtl_c_rus_spet_mp_head1
0x82D7E5F8   mc/mtl_c_usa_cia_mp_head3
0x82D7E678   mc/mtl_c_rus_spet_mp_head3
0x82D7E6F8   mc/mtl_c_usa_cia_mp_head2
0x82D7E778   mc/mtl_c_rus_spet_mp_head2
0x82D7E7F8   mc/mtl_c_usa_cia_mp_head4
0x82D7E878   mc/mtl_c_rus_spet_mp_head4
0x82D7E8F8   mc/mtl_c_usa_cia_mp_head5
0x82D7E978   mc/mtl_c_rus_spet_mp_head5
0x82D7E9F8   mc/mtl_c_usa_ciawin_mp_body2
0x82D7EA78   mc/mtl_c_usa_ciawin_mp_body1
0x82D7EAF8   mc/mtl_c_usa_ciawin_mp_armor
0x82D7EB78   mc/mtl_c_usa_ciawin_mp_goggles
0x82D7EBF8   mc/mtl_c_usa_ciawin_mp_gear
0x82D7EC78   mc/mtl_viewmodel_usa_ciawin_armor
0x82D7ECF8   mc/mtl_c_rus_spetwin_mp_flak
0x82D7ED78   mc/mtl_c_rus_spetwin_mp_gear
0x82D7EDF8   mc/mtl_c_rus_spetwin_mp_body2
0x82D7EE78   mc/mtl_c_rus_spetwin_mp_armor
0x82D7EEF8   mc/mtl_viewmodel_rus_spetwin_armor
0x82D7EF78   mc/mtl_c_usa_ciawin_mp_body_camo
0x82D7EFF8   mc/mtl_c_usa_ciawin_mp_body_camo_cloth
0x82D7F078   mc/mtl_viewmodel_usa_ciawin_camo_alpha
0x82D7F0F8   mc/mtl_viewmodel_usa_ciawin_camo
0x82D7F178   mc/mtl_c_rus_spetwin_mp_camo_body
0x82D7F1F8   mc/mtl_c_rus_spetwin_mp_camo_net
0x82D7F278   mc/mtl_c_rus_spetwin_mp_camo_cloth
0x82D7F2F8   mc/mtl_viewmodel_rus_spetwin_camo
0x82D7F378   mc/mtl_viewmodel_usa_ciawin_flak
0x82D7F3F8   mc/mtl_viewmodel_rus_spetwin
0x82D7F478   mc/mtl_viewmodel_usa_ciawin_standard
0x82D7F4F8   mc/mtl_c_rus_spetwin_mp_body1
0x82D7F578   mc/mtl_c_rus_spetwin_mp_gear2
0x82D7F5F8   mc/mtl_c_usa_ciawin_mp_head1
0x82D7F678   mc/mtl_c_rus_spetwin_mp_head1
0x82D7F6F8   mc/mtl_c_usa_ciawin_mp_head3
0x82D7F778   mc/mtl_c_rus_spetwin_mp_head3
0x82D7F7F8   mc/mtl_c_usa_ciawin_mp_head2
0x82D7F878   mc/mtl_c_rus_spetwin_mp_head2
0x82D7F8F8   mc/mtl_c_usa_ciawin_mp_head4
0x82D7F978   mc/mtl_c_rus_spetwin_mp_head4
0x82D7F9F8   mc/mtl_c_usa_ciawin_mp_head5
0x82D7FA78   mc/mtl_c_rus_spetwin_mp_head5
0x82D7FAF8   faction_128_op40
0x82D7FB78   faction_128_tropas
0x82D7FBF8   mc/mtl_c_cub_rebels_mp_upper_denim
0x82D7FC78   mc/mtl_c_cub_rebels_mp_lower_denim
0x82D7FCF8   mc/mtl_c_cub_rebels_mp_armor
0x82D7FD78   mc/mtl_c_cub_rebels_mp_gear1
0x82D7FDF8   mc/mtl_c_cub_rebels_mp_upper_shirt
0x82D7FE78   mc/mtl_viewmodel_cub_rebels_armor
0x82D7FEF8   mc/mtl_c_cub_tropas_mp_armor
0x82D7FF78   mc/mtl_c_cub_tropas_mp_body
0x82D7FFF8   mc/mtl_c_gen_arm_clean_brown
0x82D80078   mc/mtl_viewmodel_cub_tropas_armor
0x82D800F8   mc/mtl_viewmodel_cub_tropas_armor_skin
0x82D80178   mc/mtl_c_cub_rebels_mp_camo_ghillie
0x82D801F8   mc/mtl_c_cub_rebels_mp_camo
0x82D80278   mc/mtl_c_cub_rebels_mp_gear2
0x82D802F8   mc/mtl_c_cub_rebels_mp_gear3
0x82D80378   mc/mtl_viewmodel_cub_rebels_camo_alpha
0x82D803F8   mc/mtl_viewmodel_cub_rebels_camo
0x82D80478   mc/mtl_c_cub_tropas_mp_camo
0x82D804F8   mc/mtl_c_cub_tropas_mp_camo_ghillie
0x82D80578   mc/mtl_viewmodel_cub_tropas_camo
0x82D805F8   mc/mtl_viewmodel_cub_tropas_camo_alpha
0x82D80678   mc/mtl_viewmodel_cub_tropas_camo_skin
0x82D806F8   mc/mtl_c_cub_rebels_mp_lower_khaki
0x82D80778   mc/mtl_c_cub_rebels_mp_flak
0x82D807F8   mc/mtl_viewmodel_cub_rebels_flak
0x82D80878   mc/mtl_viewmodel_cub_rebels_flak_skin
0x82D808F8   mc/mtl_c_cub_tropas_mp_flak
0x82D80978   mc/mtl_c_gen_arm_clean_black
0x82D809F8   mc/mtl_c_cub_tropas_mp_headgear
0x82D80A78   mc/mtl_viewmodel_cub_tropas_standard
0x82D80AF8   mc/mtl_viewmodel_cub_tropas_standard_skin
0x82D80B78   mc/mtl_viewmodel_cub_rebels_standard
0x82D80BF8   mc/mtl_viewmodel_cub_rebels_standard_skin
0x82D80C78   mc/mtl_viewmodel_cub_rebels_utility
0x82D80CF8   mc/mtl_viewmodel_arms_hair
0x82D80D78   mc/mtl_viewmodel_cub_rebels_utility_skin
0x82D80DF8   mc/mtl_c_cub_rebels_mp_head1
0x82D80E78   mc/mtl_c_cub_tropas_mp_head1
0x82D80EF8   mc/mtl_c_cub_rebels_mp_head3
0x82D80F78   mc/mtl_c_cub_tropas_mp_head3
0x82D80FF8   mc/mtl_c_cub_rebels_mp_head2
0x82D81078   mc/mtl_c_cub_tropas_mp_head2
0x82D810F8   mc/mtl_c_cub_rebels_mp_head4
0x82D81178   mc/mtl_c_cub_tropas_mp_head4
0x82D811F8   mc/mtl_c_cub_rebels_mp_head5
0x82D81278   mc/mtl_c_cub_tropas_mp_head5
0x82D812F8   wc/jun_art_cinder_block_wall_painted01_grey
